user_id,date,screen_time,steps,sleep,streak,top_emotions,mood
user236@gmail.com,2025-10-12,5.2,6733,5.09,4,"{'Joy': 1, 'Sadness': 30, 'Fear': 37, 'Anger': 52, 'Disgust': 16, 'Neutral': 83}",Neutral
user192@gmail.com,2025-01-30,7.26,3839,4.09,6,"{'Joy': 29, 'Sadness': 18, 'Fear': 84, 'Anger': 34, 'Disgust': 53, 'Neutral': 20}",Fear
user14@gmail.com,2025-07-14,9.96,1079,4.56,4,"{'Joy': 12, 'Sadness': 14, 'Fear': 46, 'Anger': 6, 'Disgust': 72, 'Neutral': 17}",Disgust
user141@gmail.com,2025-02-16,4.96,5294,6.83,4,"{'Joy': 28, 'Sadness': 48, 'Fear': 58, 'Anger': 54, 'Disgust': 6, 'Neutral': 91}",Neutral
user343@gmail.com,2025-02-08,9.27,3078,3.77,5,"{'Joy': 35, 'Sadness': 14, 'Fear': 45, 'Anger': 80, 'Disgust': 16, 'Neutral': 45}",Anger
user364@gmail.com,2025-01-18,7.88,1225,3.88,5,"{'Joy': 10, 'Sadness': 79, 'Fear': 10, 'Anger': 55, 'Disgust': 59, 'Neutral': 22}",Sadness
user335@gmail.com,2025-02-02,3.32,9124,8.8,0,"{'Joy': 79, 'Sadness': 59, 'Fear': 20, 'Anger': 60, 'Disgust': 42, 'Neutral': 15}",Joy
user183@gmail.com,2025-05-20,6.14,6722,5.15,4,"{'Joy': 49, 'Sadness': 5, 'Fear': 3, 'Anger': 11, 'Disgust': 42, 'Neutral': 82}",Neutral
user366@gmail.com,2025-05-02,6.98,6588,6.28,4,"{'Joy': 26, 'Sadness': 48, 'Fear': 20, 'Anger': 35, 'Disgust': 14, 'Neutral': 92}",Neutral
user139@gmail.com,2025-04-26,7.24,3044,3.17,6,"{'Joy': 45, 'Sadness': 79, 'Fear': 54, 'Anger': 37, 'Disgust': 40, 'Neutral': 45}",Sadness
user452@gmail.com,2025-03-07,1.56,10823,8.41,2,"{'Joy': 81, 'Sadness': 15, 'Fear': 51, 'Anger': 7, 'Disgust': 39, 'Neutral': 35}",Joy
user336@gmail.com,2025-11-03,11.58,3535,4.65,6,"{'Joy': 21, 'Sadness': 52, 'Fear': 26, 'Anger': 71, 'Disgust': 15, 'Neutral': 36}",Anger
user183@gmail.com,2025-04-20,6.46,6889,5.54,1,"{'Joy': 17, 'Sadness': 54, 'Fear': 23, 'Anger': 59, 'Disgust': 34, 'Neutral': 77}",Neutral
user469@gmail.com,2025-08-05,9.07,3707,3.51,7,"{'Joy': 18, 'Sadness': 73, 'Fear': 37, 'Anger': 25, 'Disgust': 24, 'Neutral': 28}",Sadness
user41@gmail.com,2025-02-01,10.53,3086,5.13,6,"{'Joy': 7, 'Sadness': 6, 'Fear': 59, 'Anger': 98, 'Disgust': 20, 'Neutral': 33}",Anger
user380@gmail.com,2025-12-29,5.75,5339,5.8,1,"{'Joy': 21, 'Sadness': 18, 'Fear': 56, 'Anger': 15, 'Disgust': 25, 'Neutral': 92}",Neutral
user261@gmail.com,2025-01-29,9.6,3214,3.92,7,"{'Joy': 44, 'Sadness': 81, 'Fear': 29, 'Anger': 46, 'Disgust': 52, 'Neutral': 23}",Sadness
user391@gmail.com,2025-06-09,10.56,3024,3.55,5,"{'Joy': 44, 'Sadness': 18, 'Fear': 7, 'Anger': 88, 'Disgust': 6, 'Neutral': 4}",Anger
user491@gmail.com,2025-03-15,9.99,1258,4.16,7,"{'Joy': 29, 'Sadness': 89, 'Fear': 58, 'Anger': 55, 'Disgust': 21, 'Neutral': 20}",Sadness
user300@gmail.com,2025-04-04,5.11,5994,6.97,4,"{'Joy': 57, 'Sadness': 29, 'Fear': 52, 'Anger': 15, 'Disgust': 6, 'Neutral': 87}",Neutral
user171@gmail.com,2025-01-05,5.76,4378,5.52,2,"{'Joy': 36, 'Sadness': 8, 'Fear': 45, 'Anger': 19, 'Disgust': 23, 'Neutral': 89}",Neutral
user317@gmail.com,2025-03-29,8.48,1821,4.03,5,"{'Joy': 59, 'Sadness': 73, 'Fear': 10, 'Anger': 46, 'Disgust': 47, 'Neutral': 20}",Sadness
user202@gmail.com,2025-02-25,2.7,11992,7.49,2,"{'Joy': 98, 'Sadness': 16, 'Fear': 21, 'Anger': 33, 'Disgust': 16, 'Neutral': 26}",Joy
user39@gmail.com,2025-04-09,11.28,2869,4.09,6,"{'Joy': 37, 'Sadness': 26, 'Fear': 53, 'Anger': 76, 'Disgust': 46, 'Neutral': 16}",Anger
user401@gmail.com,2025-01-23,11.11,2192,5.17,7,"{'Joy': 11, 'Sadness': 50, 'Fear': 31, 'Anger': 88, 'Disgust': 32, 'Neutral': 38}",Anger
user122@gmail.com,2025-06-05,4.94,4246,6.44,2,"{'Joy': 14, 'Sadness': 23, 'Fear': 39, 'Anger': 46, 'Disgust': 29, 'Neutral': 99}",Neutral
user129@gmail.com,2025-05-13,3.04,8903,7.13,0,"{'Joy': 75, 'Sadness': 26, 'Fear': 13, 'Anger': 57, 'Disgust': 10, 'Neutral': 51}",Joy
user399@gmail.com,2025-03-14,6.88,7593,5.79,1,"{'Joy': 7, 'Sadness': 49, 'Fear': 44, 'Anger': 59, 'Disgust': 29, 'Neutral': 71}",Neutral
user164@gmail.com,2025-02-27,6.59,2084,4.12,7,"{'Joy': 22, 'Sadness': 96, 'Fear': 21, 'Anger': 57, 'Disgust': 56, 'Neutral': 44}",Sadness
user101@gmail.com,2025-03-03,5.41,5289,6.66,2,"{'Joy': 9, 'Sadness': 22, 'Fear': 10, 'Anger': 39, 'Disgust': 25, 'Neutral': 86}",Neutral
user358@gmail.com,2025-06-22,11.42,3820,3.53,6,"{'Joy': 54, 'Sadness': 15, 'Fear': 48, 'Anger': 79, 'Disgust': 57, 'Neutral': 55}",Anger
user139@gmail.com,2025-02-12,11.65,1834,4.51,7,"{'Joy': 42, 'Sadness': 22, 'Fear': 7, 'Anger': 97, 'Disgust': 7, 'Neutral': 59}",Anger
user14@gmail.com,2025-02-26,11.86,3464,3.74,6,"{'Joy': 29, 'Sadness': 58, 'Fear': 43, 'Anger': 70, 'Disgust': 24, 'Neutral': 32}",Anger
user210@gmail.com,2025-01-12,1.1,10607,7.52,2,"{'Joy': 83, 'Sadness': 4, 'Fear': 20, 'Anger': 37, 'Disgust': 40, 'Neutral': 57}",Joy
user409@gmail.com,2025-02-08,8.09,2614,3.45,4,"{'Joy': 41, 'Sadness': 13, 'Fear': 95, 'Anger': 9, 'Disgust': 19, 'Neutral': 17}",Fear
user446@gmail.com,2025-12-03,9.23,1265,5.48,6,"{'Joy': 26, 'Sadness': 4, 'Fear': 48, 'Anger': 19, 'Disgust': 81, 'Neutral': 30}",Disgust
user253@gmail.com,2025-12-15,6.74,5414,6.88,1,"{'Joy': 58, 'Sadness': 25, 'Fear': 42, 'Anger': 37, 'Disgust': 46, 'Neutral': 91}",Neutral
user132@gmail.com,2025-04-28,2.32,11614,8.12,0,"{'Joy': 77, 'Sadness': 13, 'Fear': 18, 'Anger': 18, 'Disgust': 16, 'Neutral': 49}",Joy
user123@gmail.com,2025-07-08,3.74,11179,8.54,1,"{'Joy': 95, 'Sadness': 0, 'Fear': 4, 'Anger': 29, 'Disgust': 16, 'Neutral': 40}",Joy
user419@gmail.com,2025-05-10,9.47,3600,4.83,5,"{'Joy': 17, 'Sadness': 21, 'Fear': 86, 'Anger': 6, 'Disgust': 52, 'Neutral': 36}",Fear
user269@gmail.com,2025-11-10,9.9,1691,5.56,6,"{'Joy': 25, 'Sadness': 3, 'Fear': 28, 'Anger': 100, 'Disgust': 18, 'Neutral': 1}",Anger
user299@gmail.com,2025-07-04,7.29,1315,4.92,3,"{'Joy': 20, 'Sadness': 94, 'Fear': 58, 'Anger': 11, 'Disgust': 34, 'Neutral': 33}",Sadness
user188@gmail.com,2025-07-22,4.28,7778,5.51,4,"{'Joy': 49, 'Sadness': 46, 'Fear': 59, 'Anger': 12, 'Disgust': 53, 'Neutral': 80}",Neutral
user79@gmail.com,2025-02-14,8.99,2048,4.57,4,"{'Joy': 60, 'Sadness': 72, 'Fear': 56, 'Anger': 38, 'Disgust': 15, 'Neutral': 40}",Sadness
user415@gmail.com,2025-06-19,9.79,1230,5.83,5,"{'Joy': 10, 'Sadness': 6, 'Fear': 41, 'Anger': 82, 'Disgust': 28, 'Neutral': 1}",Anger
user186@gmail.com,2025-07-05,9.25,1176,3.52,5,"{'Joy': 1, 'Sadness': 74, 'Fear': 20, 'Anger': 50, 'Disgust': 59, 'Neutral': 13}",Sadness
user277@gmail.com,2025-03-31,9.18,2703,4.78,4,"{'Joy': 12, 'Sadness': 54, 'Fear': 80, 'Anger': 37, 'Disgust': 43, 'Neutral': 44}",Fear
user194@gmail.com,2025-08-09,7.92,4357,3.83,5,"{'Joy': 9, 'Sadness': 43, 'Fear': 93, 'Anger': 10, 'Disgust': 51, 'Neutral': 55}",Fear
user124@gmail.com,2025-04-09,10.79,1736,3.57,7,"{'Joy': 42, 'Sadness': 57, 'Fear': 25, 'Anger': 79, 'Disgust': 58, 'Neutral': 17}",Anger
user118@gmail.com,2025-05-02,9.58,3400,5.02,7,"{'Joy': 2, 'Sadness': 0, 'Fear': 27, 'Anger': 32, 'Disgust': 87, 'Neutral': 50}",Disgust
user470@gmail.com,2025-08-13,10.81,2296,5.03,6,"{'Joy': 44, 'Sadness': 46, 'Fear': 60, 'Anger': 54, 'Disgust': 80, 'Neutral': 50}",Disgust
user102@gmail.com,2025-03-07,8.19,2448,5.06,7,"{'Joy': 5, 'Sadness': 29, 'Fear': 2, 'Anger': 50, 'Disgust': 86, 'Neutral': 38}",Disgust
user363@gmail.com,2025-07-08,1.34,11694,8.98,2,"{'Joy': 85, 'Sadness': 53, 'Fear': 34, 'Anger': 39, 'Disgust': 3, 'Neutral': 41}",Joy
user332@gmail.com,2025-12-14,11.45,1246,5.65,6,"{'Joy': 27, 'Sadness': 44, 'Fear': 13, 'Anger': 93, 'Disgust': 8, 'Neutral': 3}",Anger
user497@gmail.com,2025-01-16,6.18,5515,6.33,1,"{'Joy': 6, 'Sadness': 37, 'Fear': 36, 'Anger': 57, 'Disgust': 33, 'Neutral': 96}",Neutral
user24@gmail.com,2025-10-22,4.48,5803,6.61,1,"{'Joy': 48, 'Sadness': 39, 'Fear': 25, 'Anger': 6, 'Disgust': 22, 'Neutral': 98}",Neutral
user31@gmail.com,2025-02-17,8.97,2124,3.07,5,"{'Joy': 42, 'Sadness': 41, 'Fear': 86, 'Anger': 39, 'Disgust': 21, 'Neutral': 57}",Fear
user184@gmail.com,2025-12-05,6.11,3155,3.97,6,"{'Joy': 55, 'Sadness': 87, 'Fear': 47, 'Anger': 40, 'Disgust': 6, 'Neutral': 12}",Sadness
user45@gmail.com,2025-11-11,1.62,10895,8.97,1,"{'Joy': 92, 'Sadness': 51, 'Fear': 15, 'Anger': 14, 'Disgust': 1, 'Neutral': 42}",Joy
user281@gmail.com,2025-08-21,7.19,2279,3.44,7,"{'Joy': 0, 'Sadness': 88, 'Fear': 35, 'Anger': 0, 'Disgust': 44, 'Neutral': 25}",Sadness
user490@gmail.com,2025-12-26,10.33,2222,4.26,5,"{'Joy': 38, 'Sadness': 35, 'Fear': 77, 'Anger': 32, 'Disgust': 32, 'Neutral': 35}",Fear
user45@gmail.com,2025-08-26,10.43,2768,4.75,7,"{'Joy': 30, 'Sadness': 1, 'Fear': 78, 'Anger': 59, 'Disgust': 17, 'Neutral': 42}",Fear
user242@gmail.com,2025-08-26,2.54,9151,7.75,0,"{'Joy': 100, 'Sadness': 25, 'Fear': 35, 'Anger': 7, 'Disgust': 57, 'Neutral': 4}",Joy
user406@gmail.com,2025-04-16,10.26,2469,5.32,6,"{'Joy': 10, 'Sadness': 9, 'Fear': 54, 'Anger': 86, 'Disgust': 47, 'Neutral': 48}",Anger
user119@gmail.com,2025-05-21,3.19,9112,7.55,0,"{'Joy': 74, 'Sadness': 51, 'Fear': 38, 'Anger': 2, 'Disgust': 36, 'Neutral': 1}",Joy
user283@gmail.com,2025-12-06,8.69,1590,4.96,5,"{'Joy': 9, 'Sadness': 13, 'Fear': 15, 'Anger': 56, 'Disgust': 76, 'Neutral': 2}",Disgust
user9@gmail.com,2025-03-15,9.32,2297,5.06,7,"{'Joy': 35, 'Sadness': 8, 'Fear': 12, 'Anger': 73, 'Disgust': 8, 'Neutral': 0}",Anger
user322@gmail.com,2025-03-17,10.71,1947,5.38,6,"{'Joy': 59, 'Sadness': 8, 'Fear': 31, 'Anger': 53, 'Disgust': 80, 'Neutral': 55}",Disgust
user260@gmail.com,2025-11-24,9.44,2786,3.49,4,"{'Joy': 59, 'Sadness': 99, 'Fear': 18, 'Anger': 40, 'Disgust': 51, 'Neutral': 50}",Sadness
user475@gmail.com,2025-10-07,3.66,10895,7.34,1,"{'Joy': 75, 'Sadness': 54, 'Fear': 11, 'Anger': 35, 'Disgust': 30, 'Neutral': 14}",Joy
user74@gmail.com,2025-07-11,10.08,1495,3.41,5,"{'Joy': 31, 'Sadness': 3, 'Fear': 42, 'Anger': 87, 'Disgust': 1, 'Neutral': 48}",Anger
user388@gmail.com,2025-07-26,1.07,10076,8.02,0,"{'Joy': 78, 'Sadness': 23, 'Fear': 10, 'Anger': 53, 'Disgust': 7, 'Neutral': 48}",Joy
user182@gmail.com,2025-10-26,7.1,1548,4.02,6,"{'Joy': 43, 'Sadness': 89, 'Fear': 43, 'Anger': 34, 'Disgust': 1, 'Neutral': 32}",Sadness
user419@gmail.com,2025-07-15,8.19,3752,4.23,5,"{'Joy': 40, 'Sadness': 24, 'Fear': 98, 'Anger': 25, 'Disgust': 35, 'Neutral': 57}",Fear
user385@gmail.com,2025-09-09,9.48,1844,3.98,7,"{'Joy': 17, 'Sadness': 29, 'Fear': 0, 'Anger': 71, 'Disgust': 37, 'Neutral': 44}",Anger
user266@gmail.com,2025-02-13,3.76,8852,7.11,0,"{'Joy': 85, 'Sadness': 54, 'Fear': 26, 'Anger': 41, 'Disgust': 37, 'Neutral': 0}",Joy
user58@gmail.com,2025-08-26,4.68,7612,5.66,4,"{'Joy': 24, 'Sadness': 43, 'Fear': 25, 'Anger': 44, 'Disgust': 51, 'Neutral': 71}",Neutral
user447@gmail.com,2025-03-12,6.99,3691,3.07,3,"{'Joy': 10, 'Sadness': 77, 'Fear': 6, 'Anger': 7, 'Disgust': 1, 'Neutral': 31}",Sadness
user334@gmail.com,2025-12-29,2.08,10689,8.62,2,"{'Joy': 86, 'Sadness': 48, 'Fear': 40, 'Anger': 17, 'Disgust': 48, 'Neutral': 23}",Joy
user94@gmail.com,2025-06-06,5.86,6144,6.94,2,"{'Joy': 22, 'Sadness': 38, 'Fear': 9, 'Anger': 54, 'Disgust': 56, 'Neutral': 90}",Neutral
user395@gmail.com,2025-02-21,10.74,1958,4.84,7,"{'Joy': 23, 'Sadness': 10, 'Fear': 5, 'Anger': 37, 'Disgust': 70, 'Neutral': 43}",Disgust
user211@gmail.com,2025-02-03,7.6,3647,3.39,4,"{'Joy': 3, 'Sadness': 14, 'Fear': 72, 'Anger': 0, 'Disgust': 27, 'Neutral': 35}",Fear
user251@gmail.com,2025-06-06,2.53,9651,7.39,2,"{'Joy': 86, 'Sadness': 15, 'Fear': 0, 'Anger': 49, 'Disgust': 19, 'Neutral': 27}",Joy
user327@gmail.com,2025-12-09,8.75,2340,4.99,6,"{'Joy': 53, 'Sadness': 88, 'Fear': 49, 'Anger': 10, 'Disgust': 30, 'Neutral': 16}",Sadness
user440@gmail.com,2025-02-10,9.52,1314,3.25,5,"{'Joy': 9, 'Sadness': 97, 'Fear': 45, 'Anger': 31, 'Disgust': 44, 'Neutral': 17}",Sadness
user375@gmail.com,2025-07-29,11.92,3649,4.8,5,"{'Joy': 10, 'Sadness': 45, 'Fear': 32, 'Anger': 87, 'Disgust': 8, 'Neutral': 32}",Anger
user248@gmail.com,2025-11-30,11.54,2696,5.68,5,"{'Joy': 30, 'Sadness': 16, 'Fear': 13, 'Anger': 92, 'Disgust': 30, 'Neutral': 48}",Anger
user258@gmail.com,2025-03-29,7.2,3582,3.15,3,"{'Joy': 7, 'Sadness': 80, 'Fear': 38, 'Anger': 31, 'Disgust': 47, 'Neutral': 40}",Sadness
user435@gmail.com,2025-03-20,9.93,4138,4.51,4,"{'Joy': 2, 'Sadness': 11, 'Fear': 95, 'Anger': 49, 'Disgust': 42, 'Neutral': 29}",Fear
user56@gmail.com,2025-02-15,7.64,4815,3.6,4,"{'Joy': 35, 'Sadness': 14, 'Fear': 82, 'Anger': 33, 'Disgust': 25, 'Neutral': 16}",Fear
user119@gmail.com,2025-02-13,9.06,4596,4.5,4,"{'Joy': 50, 'Sadness': 20, 'Fear': 70, 'Anger': 40, 'Disgust': 46, 'Neutral': 50}",Fear
user180@gmail.com,2025-10-07,9.58,2197,3.22,6,"{'Joy': 48, 'Sadness': 58, 'Fear': 27, 'Anger': 85, 'Disgust': 44, 'Neutral': 4}",Anger
user452@gmail.com,2025-12-07,8.82,2148,3.64,6,"{'Joy': 59, 'Sadness': 81, 'Fear': 42, 'Anger': 32, 'Disgust': 3, 'Neutral': 36}",Sadness
user271@gmail.com,2025-03-26,3.93,8288,8.24,1,"{'Joy': 76, 'Sadness': 27, 'Fear': 21, 'Anger': 30, 'Disgust': 52, 'Neutral': 0}",Joy
user228@gmail.com,2025-09-11,8.22,1292,3.74,5,"{'Joy': 2, 'Sadness': 86, 'Fear': 52, 'Anger': 51, 'Disgust': 43, 'Neutral': 16}",Sadness
user393@gmail.com,2025-06-29,10.95,2496,4.45,5,"{'Joy': 11, 'Sadness': 2, 'Fear': 14, 'Anger': 48, 'Disgust': 97, 'Neutral': 22}",Disgust
user100@gmail.com,2025-03-08,9.2,4047,5.0,4,"{'Joy': 59, 'Sadness': 22, 'Fear': 73, 'Anger': 1, 'Disgust': 23, 'Neutral': 12}",Fear
user219@gmail.com,2025-08-08,6.03,5295,6.21,1,"{'Joy': 46, 'Sadness': 47, 'Fear': 17, 'Anger': 36, 'Disgust': 37, 'Neutral': 91}",Neutral
user402@gmail.com,2025-11-12,8.24,1535,4.73,5,"{'Joy': 3, 'Sadness': 31, 'Fear': 31, 'Anger': 36, 'Disgust': 80, 'Neutral': 59}",Disgust
user148@gmail.com,2025-04-09,11.13,1665,4.79,6,"{'Joy': 17, 'Sadness': 30, 'Fear': 0, 'Anger': 97, 'Disgust': 31, 'Neutral': 42}",Anger
user60@gmail.com,2025-07-10,1.8,11995,8.85,0,"{'Joy': 78, 'Sadness': 39, 'Fear': 41, 'Anger': 22, 'Disgust': 5, 'Neutral': 27}",Joy
user475@gmail.com,2025-11-01,1.76,11286,7.64,0,"{'Joy': 79, 'Sadness': 1, 'Fear': 33, 'Anger': 46, 'Disgust': 55, 'Neutral': 26}",Joy
user33@gmail.com,2025-04-15,10.22,4575,4.76,5,"{'Joy': 49, 'Sadness': 27, 'Fear': 77, 'Anger': 56, 'Disgust': 53, 'Neutral': 42}",Fear
user7@gmail.com,2025-05-02,11.39,2100,5.12,6,"{'Joy': 10, 'Sadness': 5, 'Fear': 42, 'Anger': 71, 'Disgust': 47, 'Neutral': 4}",Anger
user160@gmail.com,2025-12-07,4.7,5875,6.24,1,"{'Joy': 58, 'Sadness': 26, 'Fear': 54, 'Anger': 43, 'Disgust': 48, 'Neutral': 71}",Neutral
user436@gmail.com,2025-11-05,6.94,7507,5.16,3,"{'Joy': 7, 'Sadness': 25, 'Fear': 15, 'Anger': 20, 'Disgust': 5, 'Neutral': 77}",Neutral
user460@gmail.com,2025-12-07,8.87,2990,3.16,7,"{'Joy': 6, 'Sadness': 99, 'Fear': 13, 'Anger': 25, 'Disgust': 39, 'Neutral': 35}",Sadness
user492@gmail.com,2025-06-24,10.36,2050,4.21,6,"{'Joy': 60, 'Sadness': 23, 'Fear': 46, 'Anger': 90, 'Disgust': 52, 'Neutral': 34}",Anger
user328@gmail.com,2025-11-03,8.85,4343,4.93,7,"{'Joy': 10, 'Sadness': 21, 'Fear': 57, 'Anger': 15, 'Disgust': 79, 'Neutral': 8}",Disgust
user394@gmail.com,2025-10-13,8.04,1506,3.37,4,"{'Joy': 36, 'Sadness': 81, 'Fear': 35, 'Anger': 18, 'Disgust': 11, 'Neutral': 9}",Sadness
user49@gmail.com,2025-10-10,2.59,8632,8.87,1,"{'Joy': 97, 'Sadness': 58, 'Fear': 56, 'Anger': 10, 'Disgust': 18, 'Neutral': 47}",Joy
user280@gmail.com,2025-10-17,8.28,3845,5.61,7,"{'Joy': 42, 'Sadness': 4, 'Fear': 6, 'Anger': 41, 'Disgust': 100, 'Neutral': 47}",Disgust
user344@gmail.com,2025-12-25,9.78,2235,5.0,5,"{'Joy': 38, 'Sadness': 58, 'Fear': 48, 'Anger': 18, 'Disgust': 93, 'Neutral': 12}",Disgust
user284@gmail.com,2025-03-29,9.39,4436,5.17,7,"{'Joy': 17, 'Sadness': 30, 'Fear': 5, 'Anger': 58, 'Disgust': 98, 'Neutral': 51}",Disgust
user239@gmail.com,2025-09-11,8.43,3575,4.43,7,"{'Joy': 38, 'Sadness': 34, 'Fear': 82, 'Anger': 2, 'Disgust': 5, 'Neutral': 42}",Fear
user286@gmail.com,2025-05-09,6.78,4295,6.92,3,"{'Joy': 41, 'Sadness': 37, 'Fear': 8, 'Anger': 10, 'Disgust': 44, 'Neutral': 72}",Neutral
user197@gmail.com,2025-06-03,10.97,3187,3.9,7,"{'Joy': 13, 'Sadness': 54, 'Fear': 98, 'Anger': 47, 'Disgust': 7, 'Neutral': 28}",Fear
user482@gmail.com,2025-01-19,5.13,4010,6.47,2,"{'Joy': 46, 'Sadness': 6, 'Fear': 13, 'Anger': 41, 'Disgust': 0, 'Neutral': 86}",Neutral
user454@gmail.com,2025-03-09,8.82,3549,3.98,5,"{'Joy': 22, 'Sadness': 77, 'Fear': 20, 'Anger': 24, 'Disgust': 60, 'Neutral': 12}",Sadness
user1@gmail.com,2025-12-26,8.87,3166,4.97,6,"{'Joy': 3, 'Sadness': 41, 'Fear': 10, 'Anger': 21, 'Disgust': 92, 'Neutral': 21}",Disgust
user25@gmail.com,2025-04-25,8.28,1399,5.35,6,"{'Joy': 41, 'Sadness': 20, 'Fear': 7, 'Anger': 44, 'Disgust': 75, 'Neutral': 51}",Disgust
user354@gmail.com,2025-07-10,9.2,3214,3.74,5,"{'Joy': 60, 'Sadness': 84, 'Fear': 13, 'Anger': 33, 'Disgust': 50, 'Neutral': 6}",Sadness
user120@gmail.com,2025-06-07,9.86,4658,5.82,7,"{'Joy': 43, 'Sadness': 19, 'Fear': 40, 'Anger': 60, 'Disgust': 100, 'Neutral': 16}",Disgust
user180@gmail.com,2025-02-26,7.81,4669,4.86,4,"{'Joy': 2, 'Sadness': 48, 'Fear': 70, 'Anger': 41, 'Disgust': 26, 'Neutral': 7}",Fear
user290@gmail.com,2025-12-15,10.2,3608,5.39,6,"{'Joy': 44, 'Sadness': 50, 'Fear': 0, 'Anger': 42, 'Disgust': 87, 'Neutral': 35}",Disgust
user401@gmail.com,2025-09-02,11.22,2195,5.37,7,"{'Joy': 47, 'Sadness': 41, 'Fear': 27, 'Anger': 92, 'Disgust': 28, 'Neutral': 4}",Anger
user285@gmail.com,2025-09-14,8.92,3918,3.02,3,"{'Joy': 48, 'Sadness': 77, 'Fear': 32, 'Anger': 20, 'Disgust': 28, 'Neutral': 23}",Sadness
user257@gmail.com,2025-06-22,4.51,7128,5.84,4,"{'Joy': 3, 'Sadness': 10, 'Fear': 42, 'Anger': 36, 'Disgust': 21, 'Neutral': 74}",Neutral
user387@gmail.com,2025-12-21,4.53,7456,6.37,1,"{'Joy': 60, 'Sadness': 11, 'Fear': 6, 'Anger': 21, 'Disgust': 6, 'Neutral': 94}",Neutral
user235@gmail.com,2025-01-06,5.72,6687,6.89,4,"{'Joy': 40, 'Sadness': 32, 'Fear': 16, 'Anger': 58, 'Disgust': 34, 'Neutral': 78}",Neutral
user219@gmail.com,2025-09-27,5.82,7675,6.68,2,"{'Joy': 48, 'Sadness': 14, 'Fear': 23, 'Anger': 48, 'Disgust': 43, 'Neutral': 76}",Neutral
user454@gmail.com,2025-10-11,3.44,9970,7.48,2,"{'Joy': 100, 'Sadness': 47, 'Fear': 11, 'Anger': 12, 'Disgust': 29, 'Neutral': 24}",Joy
user127@gmail.com,2025-06-23,4.55,6586,6.63,3,"{'Joy': 3, 'Sadness': 49, 'Fear': 3, 'Anger': 54, 'Disgust': 4, 'Neutral': 81}",Neutral
user101@gmail.com,2025-11-15,9.9,3685,4.45,5,"{'Joy': 57, 'Sadness': 1, 'Fear': 27, 'Anger': 26, 'Disgust': 93, 'Neutral': 48}",Disgust
user300@gmail.com,2025-08-23,8.08,1203,4.09,6,"{'Joy': 55, 'Sadness': 33, 'Fear': 2, 'Anger': 25, 'Disgust': 72, 'Neutral': 31}",Disgust
user166@gmail.com,2025-09-20,7.12,4224,4.24,5,"{'Joy': 8, 'Sadness': 56, 'Fear': 79, 'Anger': 33, 'Disgust': 14, 'Neutral': 49}",Fear
user437@gmail.com,2025-09-07,9.07,3001,3.12,5,"{'Joy': 19, 'Sadness': 85, 'Fear': 14, 'Anger': 1, 'Disgust': 27, 'Neutral': 27}",Sadness
user88@gmail.com,2025-08-08,7.39,2800,3.67,7,"{'Joy': 57, 'Sadness': 17, 'Fear': 80, 'Anger': 42, 'Disgust': 3, 'Neutral': 2}",Fear
user398@gmail.com,2025-12-20,10.59,4138,3.19,6,"{'Joy': 48, 'Sadness': 3, 'Fear': 73, 'Anger': 2, 'Disgust': 49, 'Neutral': 19}",Fear
user37@gmail.com,2025-03-02,4.32,5475,6.75,2,"{'Joy': 5, 'Sadness': 59, 'Fear': 24, 'Anger': 30, 'Disgust': 18, 'Neutral': 96}",Neutral
user379@gmail.com,2025-06-18,10.19,3537,4.94,6,"{'Joy': 8, 'Sadness': 27, 'Fear': 53, 'Anger': 100, 'Disgust': 14, 'Neutral': 50}",Anger
user90@gmail.com,2025-03-19,8.24,2824,4.79,3,"{'Joy': 58, 'Sadness': 82, 'Fear': 34, 'Anger': 4, 'Disgust': 27, 'Neutral': 44}",Sadness
user81@gmail.com,2025-04-25,10.52,2099,4.61,6,"{'Joy': 55, 'Sadness': 60, 'Fear': 11, 'Anger': 28, 'Disgust': 90, 'Neutral': 30}",Disgust
user74@gmail.com,2025-02-21,9.86,3657,5.5,7,"{'Joy': 6, 'Sadness': 52, 'Fear': 20, 'Anger': 88, 'Disgust': 39, 'Neutral': 50}",Anger
user345@gmail.com,2025-12-31,8.94,1582,5.53,6,"{'Joy': 20, 'Sadness': 55, 'Fear': 35, 'Anger': 51, 'Disgust': 99, 'Neutral': 28}",Disgust
user435@gmail.com,2025-11-18,8.19,2796,4.2,6,"{'Joy': 35, 'Sadness': 40, 'Fear': 3, 'Anger': 27, 'Disgust': 95, 'Neutral': 21}",Disgust
user55@gmail.com,2025-01-06,1.9,8741,7.12,1,"{'Joy': 79, 'Sadness': 8, 'Fear': 39, 'Anger': 59, 'Disgust': 35, 'Neutral': 41}",Joy
user164@gmail.com,2025-10-09,10.3,3047,4.76,5,"{'Joy': 11, 'Sadness': 19, 'Fear': 8, 'Anger': 55, 'Disgust': 77, 'Neutral': 59}",Disgust
user148@gmail.com,2025-07-14,10.79,4497,5.67,6,"{'Joy': 30, 'Sadness': 50, 'Fear': 27, 'Anger': 47, 'Disgust': 97, 'Neutral': 50}",Disgust
user323@gmail.com,2025-09-27,5.06,6298,6.33,4,"{'Joy': 43, 'Sadness': 52, 'Fear': 42, 'Anger': 55, 'Disgust': 24, 'Neutral': 74}",Neutral
